conds)
Cbc0010I After 629966 nodes, 65160 on tree, 11 best solution, best possible 9.5 (433.41 seconds)
Cbc0010I After 630949 nodes, 65371 on tree, 11 best solution, best possible 9.5 (434.11 seconds)
Cbc0010I After 631936 nodes, 65758 on tree, 11 best solution, best possible 9.5 (434.81 seconds)
Cbc0010I After 633248 nodes, 65524 on tree, 11 best solution, best possible 9.5 (435.51 seconds)
Cbc0010I After 634084 nodes, 65638 on tree, 11 best solution, best possible 9.5 (436.21 seconds)
Cbc0010I After 634782 nodes, 65904 on tree, 11 best solution, best possible 9.5 (436.92 seconds)
Cbc0010I After 635899 nodes, 66447 on tree, 11 best solution, best possible 9.5 (437.62 seconds)
Cbc0010I After 637104 nodes, 65871 on tree, 11 best solution, best possible 9.5 (438.32 seconds)
Cbc0010I After 637893 nodes, 65888 on tree, 11 best solution, best possible 9.5 (439.02 seconds)
Cbc0010I After 638638 nodes, 66118 on tree, 11 best solution, best possible 9.5 (439.72 seconds)
Cbc0010I After 639517 nodes, 66537 on tree, 11 best solution, best possible 9.5 (440.42 seconds)
Cbc0010I After 640778 nodes, 66427 on tree, 11 best solution, best possible 9.5 (441.12 seconds)
Cbc0010I After 641684 nodes, 66401 on tree, 11 best solution, best possible 9.6666667 (441.82 seconds)
Cbc0010I After 642619 nodes, 66399 on tree, 11 best solution, best possible 9.6666667 (442.52 seconds)
Cbc0010I After 643488 nodes, 66809 on tree, 11 best solution, best possible 9.6666667 (443.22 seconds)
Cbc0010I After 644536 nodes, 66772 on tree, 11 best solution, best possible 9.6666667 (443.93 seconds)
Cbc0010I After 645398 nodes, 66787 on tree, 11 best solution, best possible 9.6666667 (444.63 seconds)
Cbc0010I After 646339 nodes, 66783 on tree, 11 best solution, best possible 9.75 (445.33 seconds)
Cbc0010I After 647274 nodes, 67190 on tree, 11 best solution, best possible 9.75 (446.03 seconds)
Cbc0010I After 648464 nodes, 67325 on tree, 11 best solution, best possible 9.75 (446.73 seconds)
Cbc0010I After 649468 nodes, 67152 on tree, 11 best solution, best possible 9.75 (447.43 seconds)
Cbc0010I After 650542 nodes, 67129 on tree, 11 best solution, best possible 9.8571429 (448.13 seconds)
Cbc0010I After 651500 nodes, 67305 on tree, 11 best solution, best possible 9.8571429 (448.83 seconds)
Cbc0010I After 652735 nodes, 66964 on tree, 11 best solution, best possible 9.8571429 (449.53 seconds)
Cbc0010I After 653779 nodes, 66654 on tree, 11 best solution, best possible 10 (450.24 seconds)
Cbc0010I After 654679 nodes, 66368 on tree, 11 best solution, best possible 10 (450.94 seconds)
Cbc0010I After 655627 nodes, 66062 on tree, 11 best solution, best possible 10 (451.64 seconds)
Cbc0010I After 656592 nodes, 65794 on tree, 11 best solution, best possible 10 (452.34 seconds)
Cbc0010I After 657638 nodes, 65421 on tree, 11 best solution, best possible 10 (453.04 seconds)
Cbc0010I After 658484 nodes, 65177 on tree, 11 best solution, best possible 10 (453.74 seconds)
Cbc0010I After 659531 nodes, 64882 on tree, 11 best solution, best possible 10 (454.44 seconds)
Cbc0010I After 660882 nodes, 64245 on tree, 11 best solution, best possible 10 (455.14 seconds)
Cbc0010I After 661776 nodes, 64019 on tree, 11 best solution, best possible 10 (455.84 seconds)
Cbc0010I After 662763 nodes, 63669 on tree, 11 best solution, best possible 10 (456.54 seconds)
Cbc0010I After 663844 nodes, 63270 on tree, 11 best solution, best possible 10 (457.24 seconds)
Cbc0010I After 664767 nodes, 62909 on tree, 11 best solution, best possible 10 (457.95 seconds)
Cbc0010I After 665876 nodes, 62532 on tree, 11 best solution, best possible 10 (458.65 seconds)
Cbc0010I After 667005 nodes, 62205 on tree, 11 best solution, best possible 10 (459.35 seconds)
Cbc0010I After 668020 nodes, 61885 on tree, 11 best solution, best possible 10 (460.05 seconds)
Cbc0010I After 668861 nodes, 61592 on tree, 11 best solution, best possible 10 (460.75 seconds)
Cbc0010I After 669755 nodes, 61268 on tree, 11 best solution, best possible 10 (461.45 seconds)
Cbc0010I After 670721 nodes, 60940 on tree, 11 best solution, best possible 10 (462.15 seconds)
Cbc0010I After 671720 nodes, 60584 on tree, 11 best solution, best possible 10 (462.85 seconds)
Cbc0010I After 672518 nodes, 60348 on tree, 11 best solution, best possible 10 (463.56 seconds)
Cbc0010I After 673646 nodes, 59866 on tree, 11 best solution, best possible 10 (464.26 seconds)
Cbc0010I After 674620 nodes, 59530 on tree, 11 best solution, best possible 10 (464.96 seconds)
Cbc0010I After 675554 nodes, 59229 on tree, 11 best solution, best possible 10 (465.66 seconds)
Cbc0010I After 676488 nodes, 58827 on tree, 11 best solution, best possible 10 (466.36 seconds)
Cbc0010I After 677383 nodes, 58538 on tree, 11 best solution, best possible 10 (467.06 seconds)
Cbc0010I After 678532 nodes, 58151 on tree, 11 best solution, best possible 10 (467.76 seconds)
Cbc0010I After 679228 nodes, 57906 on tree, 11 best solution, best possible 10 (468.46 seconds)
Cbc0010I After 680414 nodes, 57444 on tree, 11 best solution, best possible 10 (469.17 seconds)
Cbc0010I After 681624 nodes, 56901 on tree, 11 best solution, best possible 10 (469.87 seconds)
Cbc0010I After 682878 nodes, 56293 on tree, 11 best solution, best possible 10 (470.57 seconds)
Cbc0010I After 684042 nodes, 55708 on tree, 11 best solution, best possible 10 (471.27 seconds)
Cbc0010I After 684958 nodes, 55270 on tree, 11 best solution, best possible 10 (471.97 seconds)
Cbc0010I After 685699 nodes, 54992 on tree, 11 best solution, best possible 10 (472.67 seconds)
Cbc0010I After 686602 nodes, 54653 on tree, 11 best solution, best possible 10 (473.37 seconds)
Cbc0010I After 687578 nodes, 54250 on tree, 11 best solution, best possible 10 (474.07 seconds)
Cbc0010I After 688318 nodes, 54043 on tree, 11 best solution, best possible 10 (474.77 seconds)
Cbc0010I After 689120 nodes, 53761 on tree, 11 best solution, best possible 10 (475.48 seconds)
Cbc0010I After 690117 nodes, 53418 on tree, 11 best solution, best possible 10 (476.18 seconds)
Cbc0010I After 691050 nodes, 53538 on tree, 11 best solution, best possible 10 (476.88 seconds)
Cbc0010I After 692111 nodes, 53845 on tree, 11 best solution, best possible 10 (477.58 seconds)
Cbc0010I After 693279 nodes, 53416 on tree, 11 best solution, best possible 10 (478.28 seconds)
Cbc0010I After 694073 nodes, 53704 on tree, 11 best solution, best possible 10 (478.98 seconds)
Cbc0010I After 694786 nodes, 53865 on tree, 11 best solution, best possible 10 (479.68 seconds)
Cbc0010I After 695743 nodes, 54211 on tree, 11 best solution, best possible 10 (480.38 seconds)
Cbc0010I After 696746 nodes, 53939 on tree, 11 best solution, best possible 10 (481.08 seconds)
Cbc0010I After 697527 nodes, 54082 on tree, 11 best solution, best possible 10 (481.78 seconds)
Cbc0010I After 698247 nodes, 54376 on tree, 11 best solution, best possible 10 (482.49 seconds)
Cbc0010I After 698977 nodes, 54641 on tree, 11 best solution, best possible 10 (483.19 seconds)
Cbc0010I After 699664 nodes, 54935 on tree, 11 best solution, best possible 10 (483.89 seconds)
Cbc0010I After 700510 nodes, 54904 on tree, 11 best solution, best possible 10 (484.59 seconds)
Cbc0010I After 701166 nodes, 54988 on tree, 11 best solution, best possible 10 (485.29 seconds)
Cbc0010I After 701958 nodes, 55360 on tree, 11 best solution, best possible 10 (485.99 seconds)
Cbc0010I After 702714 nodes, 55626 on tree, 11 best solution, best possible 10 (486.69 seconds)
Cbc0010I After 703546 nodes, 55957 on tree, 11 best solution, best possible 10 (487.39 seconds)
Cbc0010I After 704416 nodes, 56149 on tree, 11 best solution, best possible 10 (488.09 seconds)
Cbc0010I After 705249 nodes, 56175 on tree, 11 best solution, best possible 10 (488.79 seconds)
Cbc0010I After 706031 nodes, 56506 on tree, 11 best solution, best possible 10 (489.50 seconds)
Cbc0010I After 706881 nodes, 56835 on tree, 11 best solution, best possible 10 (490.20 seconds)
Cbc0010I After 707947 nodes, 57281 on tree, 11 best solution, best possible 10 (490.90 seconds)
Cbc0010I After 709195 nodes, 56949 on tree, 11 best solution, best possible 10 (491.60 seconds)
Cbc0010I After 710005 nodes, 57160 on tree, 11 best solution, best possible 10 (492.30 seconds)
Cbc0010I After 710808 nodes, 57441 on tree, 11 best solution, best possible 10 (493.00 seconds)
Cbc0010I After 711682 nodes, 57702 on tree, 11 best solution, best possible 10 (493.70 seconds)
Cbc0010I After 713067 nodes, 57241 on tree, 11 best solution, best possible 10 (494.40 seconds)
Cbc0010I After 713738 nodes, 57468 on tree, 11 best solution, best possible 10 (495.10 seconds)
Cbc0010I After 714719 nodes, 57220 on tree, 11 best solution, best possible 10 (495.81 seconds)
Cbc0010I After 715634 nodes, 56802 on tree, 11 best solution, best possible 10 (496.51 seconds)
Cbc0010I After 716463 nodes, 56486 on tree, 11 best solution, best possible 10 (497.21 seconds)
Cbc0010I After 717237 nodes, 56155 on tree, 11 best solution, best possible 10 (497.91 seconds)
Cbc0010I After 717859 nodes, 55944 on tree, 11 best solution, best possible 10 (498.61 seconds)
Cbc0010I After 718609 nodes, 55663 on tree, 11 best solution, best possible 10 (499.32 seconds)
Cbc0010I After 719334 nodes, 55410 on tree, 11 best solution, best possible 10 (500.02 seconds)
Cbc0010I After 720196 nodes, 55137 on tree, 11 best solution, best possible 10 (500.72 seconds)
Cbc0010I After 720973 nodes, 54868 on tree, 11 best solution, best possible 10 (501.42 seconds)
Cbc0010I After 721740 nodes, 54600 on tree, 11 best solution, best possible 10 (502.12 seconds)
Cbc0010I After 722832 nodes, 54259 on tree, 11 best solution, best possible 10 (502.82 seconds)
Cbc0010I After 723896 nodes, 53915 on tree, 11 best solution, best possible 10 (503.52 seconds)
Cbc0010I After 724903 nodes, 53516 on tree, 11 best solution, best possible 10 (504.22 seconds)
Cbc0010I After 725860 nodes, 53133 on tree, 11 best solution, best possible 10 (504.93 seconds)
Cbc0010I After 726996 nodes, 52733 on tree, 11 best solution, best possible 10 (505.63 seconds)
Cbc0010I After 728062 nodes, 52309 on tree, 11 best solution, best possible 10 (506.33 seconds)
Cbc0010I After 729219 nodes, 51663 on tree, 11 best solution, best possible 10 (507.03 seconds)
Cbc0010I After 730275 nodes, 51287 on tree, 11 best solution, best possible 10 (507.73 seconds)
Cbc0010I After 731213 nodes, 50945 on tree, 11 best solution, best possible 10 (508.43 seconds)
Cbc0010I After 732285 nodes, 50536 on tree, 11 best solution, best possible 10 (509.13 seconds)
Cbc0010I After 733284 nodes, 50165 on tree, 11 best solution, best possible 10 (509.83 seconds)
Cbc0010I After 734209 nodes, 49778 on tree, 11 best solution, best possible 10 (510.54 seconds)
Cbc0010I After 735257 nodes, 49372 on tree, 11 best solution, best possible 10 (511.24 seconds)
Cbc0010I After 736192 nodes, 48982 on tree, 11 best solution, best possible 10 (511.94 seconds)
Cbc0010I After 737318 nodes, 48394 on tree, 11 best solution, best possible 10 (512.64 seconds)
Cbc0010I After 738222 nodes, 48088 on tree, 11 best solution, best possible 10 (513.34 seconds)
Cbc0010I After 739336 nodes, 47596 on tree, 11 best solution, best possible 10 (514.04 seconds)
Cbc0010I After 740279 nodes, 47266 on tree, 11 best solution, best possible 10 (514.75 seconds)
Cbc0010I After 741355 nodes, 46820 on tree, 11 best solution, best possible 10 (515.45 seconds)
Cbc0010I After 742206 nodes, 46509 on tree, 11 best solution, best possible 10 (516.15 seconds)
Cbc0010I After 743139 nodes, 46162 on tree, 11 best solution, best possible 10 (516.85 seconds)
Cbc0010I After 744275 nodes, 45604 on tree, 11 best solution, best possible 10 (517.55 seconds)
Cbc0010I After 745211 nodes, 45239 on tree, 11 best solution, best possible 10 (518.25 seconds)
Cbc0010I After 746196 nodes, 44758 on tree, 11 best solution, best possible 10 (518.95 seconds)
Cbc0010I After 747146 nodes, 44312 on tree, 11 best solution, best possible 10 (519.65 seconds)
Cbc0010I After 748223 nodes, 43846 on tree, 11 best solution, best possible 10 (520.35 seconds)
Cbc0010I After 749199 nodes, 43453 on tree, 11 best solution, best possible 10 (521.06 seconds)
Cbc0010I After 750040 nodes, 43161 on tree, 11 best solution, best possible 10 (521.76 seconds)
Cbc0010I After 750825 nodes, 42859 on tree, 11 best solution, best possible 10 (522.46 seconds)
Cbc0010I After 751639 nodes, 42580 on tree, 11 best solution, best possible 10 (523.16 seconds)
Cbc0010I After 752384 nodes, 42351 on tree, 11 best solution, best possible 10 (523.86 seconds)
Cbc0010I After 753208 nodes, 42207 on tree, 11 best solution, best possible 10 (524.56 seconds)
Cbc0010I After 754181 nodes, 42513 on tree, 11 best solution, best possible 10 (525.26 seconds)
Cbc0010I After 755124 nodes, 42777 on tree, 11 best solution, best possible 10 (525.96 seconds)
Cbc0010I After 755812 nodes, 42950 on tree, 11 best solution, best possible 10 (526.66 seconds)
Cbc0010I After 756506 nodes, 42836 on tree, 11 best solution, best possible 10 (527.37 seconds)
Cbc0010I After 757215 nodes, 42495 on tree, 11 best solution, best possible 10 (528.07 seconds)
Cbc0010I After 757684 nodes, 42615 on tree, 11 best solution, best possible 10 (528.77 seconds)
Cbc0010I After 758129 nodes, 42763 on tree, 11 best solution, best possible 10 (529.47 seconds)
Cbc0010I After 758671 nodes, 42890 on tree, 11 best solution, best possible 10 (530.17 seconds)
Cbc0010I After 759284 nodes, 43078 on tree, 11 best solution, best possible 10 (530.87 seconds)
Cbc0010I After 759788 nodes, 43282 on tree, 11 best solution, best possible 10 (531.57 seconds)
Cbc0010I After 760640 nodes, 43145 on tree, 11 best solution, best possible 10 (532.28 seconds)
Cbc0010I After 761317 nodes, 43072 on tree, 11 best solution, best possible 10 (532.98 seconds)
Cbc0010I After 761870 nodes, 43279 on tree, 11 best solution, best possible 10 (533.68 seconds)
Cbc0010I After 762457 nodes, 43495 on tree, 11 best solution, best possible 10 (534.38 seconds)
Cbc0010I After 763121 nodes, 43710 on tree, 11 best solution, best possible 10 (535.08 seconds)
Cbc0010I After 763782 nodes, 43985 on tree, 11 best solution, best possible 10 (535.78 seconds)
Cbc0010I After 764570 nodes, 44065 on tree, 11 best solution, best possible 10 (536.48 seconds)
Cbc0010I After 765231 nodes, 44116 on tree, 11 best solution, best possible 10 (537.18 seconds)
Cbc0010I After 765889 nodes, 44385 on tree, 11 best solution, best possible 10 (537.89 seconds)
Cbc0010I After 766535 nodes, 44602 on tree, 11 best solution, best possible 10 (538.59 seconds)
Cbc0010I After 767117 nodes, 44818 on tree, 11 best solution, best possible 10 (539.29 seconds)
Cbc0010I After 767803 nodes, 45124 on tree, 11 best solution, best possible 10 (539.99 seconds)
Cbc0010I After 768690 nodes, 44891 on tree, 11 best solution, best possible 10 (540.69 seconds)
Cbc0010I After 769350 nodes, 44763 on tree, 11 best solution, best possible 10 (541.39 seconds)
Cbc0010I After 769941 nodes, 44991 on tree, 11 best solution, best possible 10 (542.09 seconds)
Cbc0010I After 770591 nodes, 45239 on tree, 11 best solution, best possible 10 (542.79 seconds)
Cbc0010I After 771299 nodes, 45487 on tree, 11 best solution, best possible 10 (543.50 seconds)
Cbc0010I After 771892 nodes, 45653 on tree, 11 best solution, best possible 10 (544.20 seconds)
Cbc0010I After 772937 nodes, 45159 on tree, 11 best solution, best possible 10 (544.90 seconds)
Cbc0010I After 773528 nodes, 45305 on tree, 11 best solution, best possible 10 (545.60 seconds)
Cbc0010I After 774156 nodes, 45467 on tree, 11 best solution, best possible 10 (546.30 seconds)
Cbc0010I After 774848 nodes, 45691 on tree, 11 best solution, best possible 10 (547.00 seconds)
Cbc0010I After 775450 nodes, 45831 on tree, 11 best solution, best possible 10 (547.70 seconds)
Cbc0010I After 776242 nodes, 45929 on tree, 11 best solution, best possible 10 (548.41 seconds)
Cbc0010I After 776945 nodes, 45661 on tree, 11 best solution, best possible 10 (549.11 seconds)
Cbc0010I After 777653 nodes, 45781 on tree, 11 best solution, best possible 10 (549.81 seconds)
Cbc0010I After 778503 nodes, 45390 on tree, 11 best solution, best possible 10 (550.51 seconds)
Cbc0010I After 779140 nodes, 45097 on tree, 11 best solution, best possible 10 (551.21 seconds)
Cbc0010I After 779852 nodes, 44784 on tree, 11 best solution, best possible 10 (551.91 seconds)
Cbc0010I After 780760 nodes, 44388 on tree, 11 best solution, best possible 10 (552.62 seconds)
Cbc0010I After 781712 nodes, 44029 on tree, 11 best solution, best possible 10 (553.32 seconds)
Cbc0010I After 782518 nodes, 43748 on tree, 11 best solution, best possible 10 (554.02 seconds)
Cbc0010I After 783508 nodes, 43354 on tree, 11 best solution, best possible 10 (554.72 seconds)
Cbc0010I After 784683 nodes, 42744 on tree, 11 best solution, best possible 10 (555.42 seconds)
Cbc0010I After 785497 nodes, 42418 on tree, 11 best solution, best possible 10 (556.12 seconds)
Cbc0010I After 786294 nodes, 42140 on tree, 11 best solution, best possible 10 (556.82 seconds)
Cbc0010I After 787254 nodes, 41778 on tree, 11 best solution, best possible 10 (557.52 seconds)
Cbc0010I After 788120 nodes, 41461 on tree, 11 best solution, best possible 10 (558.22 seconds)
Cbc0010I After 789036 nodes, 41016 on tree, 11 best solution, best possible 10 (558.92 seconds)
Cbc0010I After 789838 nodes, 40753 on tree, 11 best solution, best possible 10 (559.63 seconds)
Cbc0010I After 790855 nodes, 40382 on tree, 11 best solution, best possible 10 (560.33 seconds)
Cbc0010I After 791903 nodes, 39943 on tree, 11 best solution, best possible 10 (561.03 seconds)
Cbc0010I After 792997 nodes, 39383 on tree, 11 best solution, best possible 10 (561.73 seconds)
Cbc0010I After 793925 nodes, 38987 on tree, 11 best solution, best possible 10 (562.43 seconds)
Cbc0010I After 794752 nodes, 38705 on tree, 11 best solution, best possible 10 (563.13 seconds)
Cbc0010I After 795492 nodes, 38395 on tree, 11 best solution, best possible 10 (563.84 seconds)
Cbc0010I After 796450 nodes, 38022 on tree, 11 best solution, best possible 10 (564.54 seconds)
Cbc0010I After 797322 nodes, 37658 on tree, 11 best solution, best possible 10 (565.24 seconds)
Cbc0010I After 798202 nodes, 37263 on tree, 11 best solution, best possible 10 (565.94 seconds)
Cbc0010I After 798863 nodes, 37039 on tree, 11 best solution, best possible 10 (566.64 seconds)
Cbc0010I After 799870 nodes, 36650 on tree, 11 best solution, best possible 10 (567.34 seconds)
Cbc0010I After 800690 nodes, 36239 on tree, 11 best solution, best possible 10 (568.04 seconds)
Cbc0010I After 801575 nodes, 35874 on tree, 11 best solution, best possible 10 (568.74 seconds)
Cbc0010I After 802211 nodes, 35678 on tree, 11 best solution, best possible 10 (569.44 seconds)
Cbc0010I After 802841 nodes, 35428 on tree, 11 best solution, best possible 10 (570.14 seconds)
Cbc0010I After 803510 nodes, 35147 on tree, 11 best solution, best possible 10 (570.84 seconds)
Cbc0010I After 804318 nodes, 34826 on tree, 11 best solution, best possible 10 (571.55 seconds)
Cbc0010I After 805258 nodes, 34404 on tree, 11 best solution, best possible 10 (572.25 seconds)
Cbc0010I After 806002 nodes, 34137 on tree, 11 best solution, best possible 10 (572.95 seconds)
Cbc0010I After 807013 nodes, 33675 on tree, 11 best solution, best possible 10 (573.65 seconds)
Cbc0010I After 807910 nodes, 33239 on tree, 11 best solution, best possible 10 (574.35 seconds)
Cbc0010I After 808896 nodes, 32743 on tree, 11 best solution, best possible 10 (575.05 seconds)
Cbc0010I After 809926 nodes, 32236 on tree, 11 best solution, best possible 10 (575.75 seconds)
Cbc0010I After 810831 nodes, 31807 on tree, 11 best solution, best possible 10 (576.45 seconds)
Cbc0010I After 811746 nodes, 31422 on tree, 11 best solution, best possible 10 (577.15 seconds)
Cbc0010I After 812587 nodes, 31141 on tree, 11 best solution, best possible 10 (577.85 seconds)
Cbc0010I After 813371 nodes, 30879 on tree, 11 best solution, best possible 10 (578.55 seconds)
Cbc0010I After 814264 nodes, 30513 on tree, 11 best solution, best possible 10 (579.25 seconds)
Cbc0010I After 815072 nodes, 30246 on tree, 11 best solution, best possible 10 (579.95 seconds)
Cbc0010I After 815949 nodes, 30016 on tree, 11 best solution, best possible 10 (580.66 seconds)
Cbc0010I After 817107 nodes, 29471 on tree, 11 best solution, best possible 10 (581.36 seconds)
Cbc0010I After 817752 nodes, 29621 on tree, 11 best solution, best possible 10 (582.06 seconds)
Cbc0010I After 818540 nodes, 29866 on tree, 11 best solution, best possible 10 (582.76 seconds)
Cbc0010I After 819237 nodes, 30028 on tree, 11 best solution, best possible 10 (583.46 seconds)
Cbc0010I After 819891 nodes, 30246 on tree, 11 best solution, best possible 10 (584.16 seconds)
Cbc0010I After 820646 nodes, 30219 on tree, 11 best solution, best possible 10 (584.86 seconds)
Cbc0010I After 821189 nodes, 30274 on tree, 11 best solution, best possible 10 (585.57 seconds)
Cbc0010I After 821749 nodes, 30412 on tree, 11 best solution, best possible 10 (586.27 seconds)
Cbc0010I After 822326 nodes, 30589 on tree, 11 best solution, best possible 10 (586.97 seconds)
Cbc0010I After 822929 nodes, 30784 on tree, 11 best solution, best possible 10 (587.67 seconds)
Cbc0010I After 823495 nodes, 30984 on tree, 11 best solution, best possible 10 (588.37 seconds)
Cbc0010I After 824102 nodes, 31078 on tree, 11 best solution, best possible 10 (589.07 seconds)
Cbc0010I After 825027 nodes, 30501 on tree, 11 best solution, best possible 10 (589.77 seconds)
Cbc0010I After 825447 nodes, 30641 on tree, 11 best solution, best possible 10 (590.47 seconds)
Cbc0010I After 825923 nodes, 30795 on tree, 11 best solution, best possible 10 (591.17 seconds)
Cbc0010I After 826506 nodes, 30960 on tree, 11 best solution, best possible 10 (591.88 seconds)
Cbc0010I After 827006 nodes, 31126 on tree, 11 best solution, best possible 10 (592.58 seconds)
Cbc0010I After 827535 nodes, 31294 on tree, 11 best solution, best possible 10 (593.28 seconds)
Cbc0010I After 828161 nodes, 31440 on tree, 11 best solution, best possible 10 (593.98 seconds)
Cbc0010I After 828797 nodes, 31329 on tree, 11 best solution, best possible 10 (594.68 seconds)
Cbc0010I After 829347 nodes, 31353 on tree, 11 best solution, best possible 10 (595.38 seconds)
Cbc0010I After 829945 nodes, 31524 on tree, 11 best solution, best possible 10 (596.08 seconds)
Cbc0010I After 830544 nodes, 31660 on tree, 11 best solution, best possible 10 (596.78 seconds)
Cbc0010I After 831150 nodes, 31813 on tree, 11 best solution, best possible 10 (597.48 seconds)
Cbc0010I After 831806 nodes, 31970 on tree, 11 best solution, best possible 10 (598.18 seconds)
Cbc0010I After 832577 nodes, 31725 on tree, 11 best solution, best possible 10 (598.88 seconds)
Cbc0010I After 833268 nodes, 31507 on tree, 11 best solution, best possible 10 (599.59 seconds)
Cbc0010I After 833968 nodes, 31334 on tree, 11 best solution, best possible 10 (600.29 seconds)
Cbc0010I After 834834 nodes, 30919 on tree, 11 best solution, best possible 10 (600.99 seconds)
Cbc0010I After 835569 nodes, 30557 on tree, 11 best solution, best possible 10 (601.69 seconds)
Cbc0010I After 836180 nodes, 30316 on tree, 11 best solution, best possible 10 (602.39 seconds)
Cbc0010I After 837009 nodes, 29895 on tree, 11 best solution, best possible 10 (603.09 seconds)
Cbc0010I After 837683 nodes, 29647 on tree, 11 best solution, best possible 10 (603.79 seconds)
Cbc0010I After 838378 nodes, 29381 on tree, 11 best solution, best possible 10 (604.49 seconds)
Cbc0010I After 839125 nodes, 29102 on tree, 11 best solution, best possible 10 (605.19 seconds)
Cbc0010I After 839843 nodes, 28805 on tree, 11 best solution, best possible 10 (605.89 seconds)
Cbc0010I After 840739 nodes, 28297 on tree, 11 best solution, best possible 10 (606.60 seconds)
Cbc0010I After 841523 nodes, 27943 on tree, 11 best solution, best possible 10 (607.30 seconds)
Cbc0010I After 842225 nodes, 27650 on tree, 11 best solution, best possible 10 (608.00 seconds)
Cbc0010I After 843173 nodes, 27224 on tree, 11 best solution, best possible 10 (608.70 seconds)
Cbc0010I After 844082 nodes, 26820 on tree, 11 best solution, best possible 10 (609.40 seconds)
Cbc0010I After 844915 nodes, 26365 on tree, 11 best solution, best possible 10 (610.10 seconds)
Cbc0010I After 845585 nodes, 26049 on tree, 11 best solution, best possible 10 (610.80 seconds)
Cbc0010I After 846144 nodes, 25795 on tree, 11 best solution, best possible 10 (611.50 seconds)
Cbc0010I After 846830 nodes, 25474 on tree, 11 best solution, best possible 10 (612.20 seconds)
Cbc0010I After 847445 nodes, 25209 on tree, 11 best solution, best possible 10 (612.91 seconds)
Cbc0010I After 848273 nodes, 24854 on tree, 11 best solution, best possible 10 (613.61 seconds)
Cbc0010I After 849147 nodes, 24349 on tree, 11 best solution, best possible 10 (614.31 seconds)
Cbc0010I After 849915 nodes, 24005 on tree, 11 best solution, best possible 10 (615.01 seconds)
Cbc0010I After 850718 nodes, 23672 on tree, 11 best solution, best possible 10 (615.71 seconds)
Cbc0010I After 851454 nodes, 23371 on tree, 11 best solution, best possible 10 (616.41 seconds)
Cbc0010I After 852274 nodes, 22931 on tree, 11 best solution, best possible 10 (617.11 seconds)
Cbc0010I After 853001 nodes, 22608 on tree, 11 best solution, best possible 10 (617.81 seconds)
Cbc0010I After 853859 nodes, 22173 on tree, 11 best solution, best possible 10 (618.51 seconds)
Cbc0010I After 854639 nodes, 21840 on tree, 11 best solution, best possible 10 (619.21 seconds)
Cbc0010I After 855372 nodes, 21534 on tree, 11 best solution, best possible 10 (619.91 seconds)
Cbc0010I After 856176 nodes, 21289 on tree, 11 best solution, best possible 10 (620.61 seconds)
Cbc0010I After 857088 nodes, 20903 on tree, 11 best solution, best possible 10 (621.31 seconds)
Cbc0010I After 857668 nodes, 21020 on tree, 11 best solution, best possible 10 (622.01 seconds)
Cbc0010I After 858337 nodes, 21214 on tree, 11 best solution, best possible 10 (622.71 seconds)
Cbc0010I After 858938 nodes, 21342 on tree, 11 best solution, best possible 10 (623.42 seconds)
Cbc0010I After 859548 nodes, 21448 on tree, 11 best solution, best possible 10 (624.12 seconds)
Cbc0010I After 860192 nodes, 21552 on tree, 11 best solution, best possible 10 (624.82 seconds)
Cbc0010I After 860847 nodes, 21515 on tree, 11 best solution, best possible 10 (625.52 seconds)
Cbc0010I After 861494 nodes, 21532 on tree, 11 best solution, best possible 10 (626.22 seconds)
Cbc0010I After 862088 nodes, 21645 on tree, 11 best solution, best possible 10 (626.92 seconds)
Cbc0010I After 862611 nodes, 21802 on tree, 11 best solution, best possible 10 (627.62 seconds)
Cbc0010I After 863145 nodes, 21943 on tree, 11 best solution, best possible 10 (628.32 seconds)
Cbc0010I After 863659 nodes, 22088 on tree, 11 best solution, best possible 10 (629.02 seconds)
Cbc0010I After 864459 nodes, 21833 on tree, 11 best solution, best possible 10 (629.73 seconds)
Cbc0010I After 864860 nodes, 21790 on tree, 11 best solution, best possible 10 (630.43 seconds)
Cbc0010I After 865267 nodes, 21877 on tree, 11 best solution, best possible 10 (631.13 seconds)
Cbc0010I After 865673 nodes, 22021 on tree, 11 best solution, best possible 10 (631.83 seconds)
Cbc0010I After 866104 nodes, 22162 on tree, 11 best solution, best possible 10 (632.53 seconds)
Cbc0010I After 866685 nodes, 22343 on tree, 11 best solution, best possible 10 (633.23 seconds)
Cbc0010I After 867378 nodes, 22554 on tree, 11 best solution, best possible 10 (633.93 seconds)
Cbc0010I After 867965 nodes, 22710 on tree, 11 best solution, best possible 10 (634.63 seconds)
Cbc0010I After 868832 nodes, 22298 on tree, 11 best solution, best possible 10 (635.33 seconds)
Cbc0010I After 869339 nodes, 22227 on tree, 11 best solution, best possible 10 (636.03 seconds)
Cbc0010I After 869861 nodes, 22332 on tree, 11 best solution, best possible 10 (636.74 seconds)
Cbc0010I After 870444 nodes, 22449 on tree, 11 best solution, best possible 10 (637.44 seconds)
Cbc0010I After 871064 nodes, 22615 on tree, 11 best solution, best possible 10 (638.14 seconds)
Cbc0010I After 872012 nodes, 22385 on tree, 11 best solution, best possible 10 (638.84 seconds)
Cbc0010I After 872937 nodes, 21882 on tree, 11 best solution, best possible 10 (639.54 seconds)
Cbc0010I After 873756 nodes, 21445 on tree, 11 best solution, best possible 10 (640.24 seconds)
